vector;neuron;step;score
[6.237886,3.248858,4.658851,1.564171];43;540;2
[5.693127,2.982933,4.201120,1.213617];44;540;4
[5.694040,2.799781,4.107433,1.299164];45;540;1
[5.619405,2.620481,4.247393,1.256154];46;540;2
[5.948164,2.600310,4.664382,1.400366];47;540;3
[6.207695,2.679879,4.930234,1.601840];48;540;3
[6.314483,2.529921,5.036891,1.880089];49;540;2
[7.226790,3.555866,6.098704,2.476704];50;540;2
[7.678874,3.018720,6.107417,2.288656];51;540;5
[7.026886,3.212181,5.373233,1.798741];52;540;0
[6.128755,3.310993,4.592939,1.580115];53;540;1
[5.868224,3.004750,4.299912,1.397088];54;540;3
[5.612757,2.714632,4.196323,1.301015];55;540;1
[5.793967,2.568512,4.533549,1.332625];56;540;1
[6.001846,2.212437,5.004193,1.498607];57;540;1
[6.166575,2.574624,5.531139,1.460633];58;540;1
[6.679815,2.500602,5.765524,1.801129];59;540;1
[6.701251,3.297307,5.696967,2.102748];0;541;6
[6.436912,2.880388,5.592649,2.189466];1;541;3
[6.118110,2.916263,5.204157,2.013910];2;541;0
[5.757682,2.728112,5.051656,1.924190];3;541;4
[5.338662,2.901749,3.487748,1.209579];4;541;0
[4.820289,3.108221,1.648886,0.228983];5;541;18
[4.987058,3.481760,1.355015,0.281700];6;541;11
[5.180627,3.721013,1.437430,0.275519];7;541;6
[5.333392,3.659521,1.705644,0.357217];8;541;4
[5.939943,3.898323,2.715356,1.356768];9;541;0
[6.846989,3.123651,5.182521,2.278293];10;541;1
[6.379366,3.228591,5.370057,2.291304];11;541;3
[6.100527,3.001890,4.923941,1.821801];12;541;3
[5.832630,2.816205,5.038632,2.108252];13;541;1
[5.401692,2.861241,3.838707,1.393158];14;541;0
[5.062709,3.441835,1.824240,0.387926];15;541;4
[5.083523,3.756460,1.582943,0.206857];16;541;1
[5.333152,3.975268,1.588408,0.308500];17;541;6
[5.489525,3.841734,1.986511,0.501141];18;541;0
[5.594206,3.516697,3.900869,0.981056];19;541;0
[6.695270,3.049121,5.242452,2.233561];20;541;1
[6.482570,3.028792,5.239681,2.016696];21;541;2
[6.026158,3.004138,5.102969,1.840376];22;541;1
[5.861770,2.863428,4.802705,1.816564];23;541;0
[5.337911,2.771736,4.019965,1.451136];24;541;1
[5.250913,3.106416,2.813180,0.843799];25;541;0
[5.198143,3.372754,2.194785,0.520965];26;541;0
[5.442689,3.431458,2.477627,0.655006];27;541;0
[5.813513,3.155490,3.349933,1.102582];28;541;0
[6.179166,2.827740,4.374114,1.787566];29;541;0
[6.769513,2.995795,5.525340,2.053261];30;541;2
[6.506356,3.001444,5.499724,1.805581];31;541;3
[6.488421,2.863005,4.825683,1.592250];32;541;8
[5.988439,2.903850,4.517989,1.569733];33;541;3
[5.059256,2.586213,4.430216,1.622588];34;541;1
[5.576581,2.839003,3.785845,1.286432];35;541;2
[5.178314,2.253686,3.593151,1.058375];36;541;5
[5.729063,2.649289,3.991807,1.219177];37;541;8
[6.061911,2.783197,4.589543,1.585374];38;541;1
[6.202067,2.795784,4.804413,1.801025];39;541;2
[7.316946,2.921004,6.033080,1.991743];40;541;3
[7.163570,3.017634,5.807037,1.700329];41;541;2
[6.732075,3.099435,5.279179,1.789746];42;541;1
[6.237886,3.248858,4.658851,1.564171];43;541;2
[5.693127,2.982933,4.201120,1.213617];44;541;4
[5.694040,2.799781,4.107433,1.299164];45;541;1
[5.619405,2.620481,4.247393,1.256154];46;541;2
[5.948403,2.600499,4.664511,1.400745];47;541;3
[6.207613,2.681155,4.928851,1.603945];48;541;3
[6.310373,2.539618,5.028386,1.877213];49;541;2
[7.226790,3.555866,6.098704,2.476704];50;541;2
[7.678874,3.018720,6.107417,2.288656];51;541;5
[7.026886,3.212181,5.373233,1.798741];52;541;0
[6.128755,3.310993,4.592939,1.580115];53;541;1
[5.868224,3.004750,4.299912,1.397088];54;541;3
[5.612757,2.714632,4.196323,1.301015];55;541;1
[5.793967,2.568512,4.533549,1.332625];56;541;1
[6.001879,2.212535,5.004159,1.498657];57;541;1
[6.166607,2.574838,5.530446,1.460955];58;541;1
[6.678904,2.501170,5.763692,1.801127];59;541;1
[6.701251,3.297307,5.696967,2.102748];0;542;6
[6.436912,2.880388,5.592649,2.189466];1;542;3
[6.118110,2.916263,5.204157,2.013910];2;542;0
[5.757682,2.728112,5.051656,1.924190];3;542;4
[5.338662,2.901749,3.487748,1.209579];4;542;0
[4.820289,3.108221,1.648886,0.228983];5;542;18
[4.987058,3.481760,1.355015,0.281700];6;542;11
[5.180627,3.721013,1.437430,0.275519];7;542;6
[5.333392,3.659521,1.705644,0.357217];8;542;4
[5.939943,3.898323,2.715356,1.356768];9;542;0
[6.846989,3.123651,5.182521,2.278293];10;542;1
[6.379366,3.228591,5.370057,2.291304];11;542;3
[6.100527,3.001890,4.923941,1.821801];12;542;3
[5.832630,2.816205,5.038632,2.108252];13;542;1
[5.401692,2.861241,3.838707,1.393158];14;542;0
[5.062709,3.441835,1.824240,0.387926];15;542;4
[5.083523,3.756460,1.582943,0.206857];16;542;1
[5.333152,3.975268,1.588408,0.308500];17;542;6
[5.489525,3.841734,1.986511,0.501141];18;542;0
[5.594206,3.516697,3.900869,0.981056];19;542;0
[6.695270,3.049121,5.242452,2.233561];20;542;1
[6.482539,3.028837,5.239592,2.016627];21;542;2
[6.026417,3.004418,5.102587,1.840149];22;542;1
[5.862602,2.864257,4.802510,1.816153];23;542;0
[5.338823,2.772237,4.020609,1.451278];24;542;1
[5.251088,3.106448,2.813494,0.843925];25;542;0
[5.198143,3.372754,2.194785,0.520965];26;542;0
[5.442689,3.431458,2.477627,0.655006];27;542;0
[5.813513,3.155490,3.349933,1.102582];28;542;0
[6.179166,2.827740,4.374114,1.787566];29;542;0
[6.769513,2.995795,5.525340,2.053261];30;542;2
[6.506160,3.001727,5.498965,1.805386];31;542;3
[6.486420,2.867647,4.824348,1.592332];32;542;8
[5.999625,2.918073,4.524524,1.570819];33;542;3
[5.072436,2.593795,4.433082,1.622348];34;542;1
[5.577267,2.839440,3.786712,1.286729];35;542;2
[5.178314,2.253686,3.593151,1.058375];36;542;5
[5.729063,2.649289,3.991807,1.219177];37;542;8
[6.061911,2.783197,4.589543,1.585374];38;542;1
[6.202067,2.795784,4.804413,1.801025];39;542;2
[7.316946,2.921004,6.033080,1.991743];40;542;3
[7.161931,3.018170,5.804937,1.700138];41;542;2
[6.716562,3.106636,5.258385,1.782934];42;542;1
[6.280074,3.283594,4.686800,1.588506];43;542;2
[5.714915,2.994317,4.219031,1.227489];44;542;4
[5.695190,2.800730,4.108558,1.299734];45;542;1
[5.619405,2.620481,4.247393,1.256154];46;542;2
[5.948403,2.600499,4.664511,1.400745];47;542;3
[6.207613,2.681155,4.928851,1.603945];48;542;3
[6.310373,2.539618,5.028386,1.877213];49;542;2
[7.226790,3.555866,6.098704,2.476704];50;542;2
[7.677567,3.018987,6.106083,2.288003];51;542;5
[7.019165,3.213114,5.366081,1.796629];52;542;0
[6.134903,3.310598,4.596783,1.580829];53;542;1
[5.872811,3.007886,4.304161,1.399244];54;542;3
[5.613408,2.715187,4.196801,1.301298];55;542;1
[5.793967,2.568512,4.533549,1.332625];56;542;1
[6.001879,2.212535,5.004159,1.498657];57;542;1
[6.166607,2.574838,5.530446,1.460955];58;542;1
[6.678904,2.501170,5.763692,1.801127];59;542;1
[6.701251,3.297307,5.696967,2.102748];0;543;6
[6.436912,2.880388,5.592649,2.189466];1;543;3
[6.118110,2.916263,5.204157,2.013910];2;543;0
[5.757682,2.728112,5.051656,1.924190];3;543;4
[5.338662,2.901749,3.487748,1.209579];4;543;0
[4.820289,3.108221,1.648886,0.228983];5;543;18
[4.987058,3.481760,1.355015,0.281700];6;543;11
[5.180627,3.721013,1.437430,0.275519];7;543;6
[5.333392,3.659521,1.705644,0.357217];8;543;4
[5.939943,3.898323,2.715356,1.356768];9;543;0
[6.846989,3.123651,5.182521,2.278293];10;543;1
[6.379366,3.228591,5.370057,2.291304];11;543;3
[6.100527,3.001890,4.923941,1.821801];12;543;3
[5.832630,2.816205,5.038632,2.108252];13;543;1
[5.401692,2.861241,3.838707,1.393158];14;543;0
[5.062709,3.441835,1.824240,0.387926];15;543;4
[5.083523,3.756460,1.582943,0.206857];16;543;1
[5.333152,3.975268,1.588408,0.308500];17;543;6
[5.489525,3.841734,1.986511,0.501141];18;543;0
[5.594206,3.516697,3.900869,0.981056];19;543;0
[6.695270,3.049121,5.242452,2.233561];20;543;1
[6.482539,3.028837,5.239592,2.016627];21;543;2
[6.026417,3.004418,5.102587,1.840149];22;543;1
[5.862575,2.864246,4.802393,1.816067];23;543;0
[5.339165,2.772263,4.020685,1.451134];24;543;1
[5.251940,3.105867,2.815935,0.844790];25;543;0
[5.198618,3.372211,2.196591,0.521704];26;543;0
[5.442732,3.431354,2.477897,0.655113];27;543;0
[5.813513,3.155490,3.349933,1.102582];28;543;0
[6.179166,2.827740,4.374114,1.787566];29;543;0
[6.769513,2.995795,5.525340,2.053261];30;543;2
[6.506160,3.001727,5.498965,1.805386];31;543;3
[6.486420,2.867647,4.824348,1.592332];32;543;8
[5.999341,2.917961,4.524122,1.570562];33;543;3
[5.079102,2.595985,4.429544,1.618924];34;543;1
[5.581674,2.838024,3.797959,1.287205];35;543;2
[5.183856,2.259489,3.598535,1.060942];36;543;6
[5.729035,2.649432,3.991910,1.219253];37;543;8
[6.061911,2.783197,4.589543,1.585374];38;543;1
[6.202067,2.795784,4.804413,1.801025];39;543;2
[7.316946,2.921004,6.033080,1.991743];40;543;3
[7.161931,3.018170,5.804937,1.700138];41;543;2
[6.716562,3.106636,5.258385,1.782934];42;543;1
[6.278973,3.282676,4.685686,1.587959];43;543;2
[5.714380,2.987340,4.214757,1.230092];44;543;4
[5.698457,2.800234,4.102745,1.299915];45;543;1
[5.622298,2.626927,4.242102,1.257728];46;543;1
[5.947932,2.600878,4.663439,1.400554];47;543;3
[6.207613,2.681155,4.928851,1.603945];48;543;3
[6.310373,2.539618,5.028386,1.877213];49;543;2
[7.226790,3.555866,6.098704,2.476704];50;543;2
[7.677567,3.018987,6.106083,2.288003];51;543;5
[7.019165,3.213114,5.366081,1.796629];52;543;0
[6.134491,3.310114,4.596312,1.580562];53;543;1
[5.870975,3.005678,4.301993,1.398190];54;543;3
[5.616517,2.718232,4.193325,1.301251];55;543;1
[5.792969,2.570971,4.528944,1.332279];56;543;1
[6.001593,2.213092,5.003302,1.498469];57;543;1
[6.166607,2.574838,5.530446,1.460955];58;543;1
[6.678904,2.501170,5.763692,1.801127];59;543;1
[6.701251,3.297307,5.696967,2.102748];0;544;6
[6.435513,2.879666,5.591525,2.189106];1;544;3
[6.103099,2.901318,5.196828,2.013411];2;544;0
[5.718504,2.573176,5.016571,1.975681];3;544;4
[5.351635,2.887325,3.542041,1.237957];4;544;0
[4.821958,3.107067,1.655246,0.232344];5;544;18
[4.987058,3.481760,1.355015,0.281700];6;544;11
[5.180627,3.721013,1.437430,0.275519];7;544;6
[5.333392,3.659521,1.705644,0.357217];8;544;4
[5.939943,3.898323,2.715356,1.356768];9;544;0
[6.846989,3.123651,5.182521,2.278293];10;544;1
[6.378722,3.227900,5.369707,2.291028];11;544;3
[6.096273,2.996558,4.924749,1.823694];12;544;3
[5.827868,2.804853,5.037245,2.104365];13;544;1
[5.404861,2.857404,3.851043,1.399604];14;544;0
[5.063313,3.440943,1.827251,0.389454];15;544;4
[5.083523,3.756460,1.582943,0.206857];16;544;1
[5.333152,3.975268,1.588408,0.308500];17;544;6
[5.489525,3.841734,1.986511,0.501141];18;544;0
[5.594206,3.516697,3.900869,0.981056];19;544;0
[6.695270,3.049121,5.242452,2.233561];20;544;1
[6.482409,3.028749,5.239552,2.016624];21;544;2
[6.026108,3.003940,5.102489,1.840300];22;544;1
[5.862266,2.863555,4.802768,1.816416];23;544;0
[5.339507,2.772005,4.021613,1.451654];24;544;1
[5.252014,3.105766,2.816298,0.844982];25;544;0
[5.198618,3.372211,2.196591,0.521704];26;544;0
[5.442732,3.431354,2.477897,0.655113];27;544;0
[5.813513,3.155490,3.349933,1.102582];28;544;0
[6.179166,2.827740,4.374114,1.787566];29;544;0
[6.769513,2.995795,5.525340,2.053261];30;544;2
[6.506160,3.001727,5.498965,1.805386];31;544;3
[6.486420,2.867647,4.824348,1.592332];32;544;8
[5.999341,2.917961,4.524122,1.570562];33;544;3
[5.079102,2.595985,4.429544,1.618924];34;544;1
[5.581674,2.838024,3.797959,1.287205];35;544;2
[5.183856,2.259489,3.598535,1.060942];36;544;6
[5.729035,2.649432,3.991910,1.219253];37;544;8
[6.061911,2.783197,4.589543,1.585374];38;544;1
[6.202067,2.795784,4.804413,1.801025];39;544;2
[7.316946,2.921004,6.033080,1.991743];40;544;3
[7.161931,3.018170,5.804937,1.700138];41;544;2
[6.716562,3.106636,5.258385,1.782934];42;544;1
[6.278973,3.282676,4.685686,1.587959];43;544;2
[5.714380,2.987340,4.214757,1.230092];44;544;4
[5.698457,2.800234,4.102745,1.299915];45;544;1
[5.622298,2.626927,4.242102,1.257728];46;544;1
[5.947932,2.600878,4.663439,1.400554];47;544;3
[6.207613,2.681155,4.928851,1.603945];48;544;3
[6.310373,2.539618,5.028386,1.877213];49;544;2
[7.226790,3.555866,6.098704,2.476704];50;544;2
[7.677567,3.018987,6.106083,2.288003];51;544;5
[7.019165,3.213114,5.366081,1.796629];52;544;0
[6.134491,3.310114,4.596312,1.580562];53;544;1
[5.870975,3.005678,4.301993,1.398190];54;544;3
[5.616517,2.718232,4.193325,1.301251];55;544;1
[5.792969,2.570971,4.528944,1.332279];56;544;1
[6.001593,2.213092,5.003302,1.498469];57;544;1
[6.166607,2.574838,5.530446,1.460955];58;544;1
[6.678904,2.501170,5.763692,1.801127];59;544;1
[6.701251,3.297307,5.696967,2.102748];0;545;6
[6.435513,2.879666,5.591525,2.189106];1;545;3
[6.103099,2.901318,5.196828,2.013411];2;545;0
[5.718504,2.573176,5.016571,1.975681];3;545;4
[5.351635,2.887325,3.542041,1.237957];4;545;0
[4.821958,3.107067,1.655246,0.232344];5;545;18
[4.987058,3.481760,1.355015,0.281700];6;545;11
[5.180627,3.721013,1.437430,0.275519];7;545;6
[5.333392,3.659521,1.705644,0.357217];8;545;4
[5.939943,3.898323,2.715356,1.356768];9;545;0
[6.846989,3.123651,5.182521,2.278293];10;545;1
[6.378722,3.227900,5.369707,2.291028];11;545;3
[6.096273,2.996558,4.924749,1.823694];12;545;3
[5.827868,2.804853,5.037245,2.104365];13;545;1
[5.404861,2.857404,3.851043,1.399604];14;545;0
[5.063313,3.440943,1.827251,0.389454];15;545;4
[5.083523,3.756460,1.582943,0.206857];16;545;1
[5.333152,3.975268,1.588408,0.308500];17;545;6
[5.489525,3.841734,1.986511,0.501141];18;545;0
[5.594206,3.516697,3.900869,0.981056];19;545;0
[6.695270,3.049121,5.242452,2.233561];20;545;1
[6.482409,3.028749,5.239552,2.016624];21;545;2
[6.026108,3.003940,5.102489,1.840300];22;545;1
[5.862266,2.863555,4.802768,1.816416];23;545;0
[5.339507,2.772005,4.021613,1.451654];24;545;1
[5.252014,3.105766,2.816298,0.844982];25;545;0
[5.198618,3.372211,2.196591,0.521704];26;545;0
[5.442732,3.431354,2.477897,0.655113];27;545;0
[5.813513,3.155490,3.349933,1.102582];28;545;0
[6.179166,2.827740,4.374114,1.787566];29;545;0
[6.770584,2.996557,5.526169,2.053210];30;545;2
[6.508806,3.003242,5.500675,1.805755];31;545;3
[6.487760,2.868530,4.825842,1.592719];32;545;8
[5.999657,2.918108,4.524433,1.570634];33;545;3
[5.079102,2.595985,4.429544,1.618924];34;545;1
[5.581674,2.838024,3.797959,1.287205];35;545;2
[5.183856,2.259489,3.598535,1.060942];36;545;6
[5.729035,2.649432,3.991910,1.219253];37;545;8
[6.061911,2.783197,4.589543,1.585374];38;545;1
[6.202067,2.795784,4.804413,1.801025];39;545;2
[7.323139,2.930341,6.036978,1.991831];40;545;7
[7.188430,3.046239,5.826301,1.710904];41;545;2
[6.729133,3.114001,5.270512,1.785240];42;545;1
[6.280510,3.283167,4.687311,1.588350];43;545;2
[5.714380,2.987340,4.214757,1.230092];44;545;4
[5.698457,2.800234,4.102745,1.299915];45;545;1
[5.622298,2.626927,4.242102,1.257728];46;545;1
[5.947932,2.600878,4.663439,1.400554];47;545;3
[6.207613,2.681155,4.928851,1.603945];48;545;3
[6.310373,2.539618,5.028386,1.877213];49;545;2
[7.250960,3.564631,6.109522,2.459589];50;545;1
[7.828646,3.549458,6.305714,2.092389];51;545;2
[7.050789,3.234185,5.403202,1.803931];52;545;0
[6.137841,3.311044,4.599735,1.581358];53;545;1
[5.870975,3.005678,4.301993,1.398190];54;545;3
[5.616517,2.718232,4.193325,1.301251];55;545;1
[5.792969,2.570971,4.528944,1.332279];56;545;1
[6.001593,2.213092,5.003302,1.498469];57;545;1
[6.166607,2.574838,5.530446,1.460955];58;545;1
[6.678904,2.501170,5.763692,1.801127];59;545;1
[6.701251,3.297307,5.696967,2.102748];0;546;6
[6.435513,2.879666,5.591525,2.189106];1;546;3
[6.103099,2.901318,5.196828,2.013411];2;546;0
[5.718504,2.573176,5.016571,1.975681];3;546;4
[5.351635,2.887325,3.542041,1.237957];4;546;0
[4.821958,3.107067,1.655246,0.232344];5;546;18
[4.987058,3.481760,1.355015,0.281700];6;546;11
[5.180627,3.721013,1.437430,0.275519];7;546;6
[5.333392,3.659521,1.705644,0.357217];8;546;4
[5.939943,3.898323,2.715356,1.356768];9;546;0
[6.846989,3.123651,5.182521,2.278293];10;546;1
[6.378722,3.227900,5.369707,2.291028];11;546;3
[6.096273,2.996558,4.924749,1.823694];12;546;3
[5.827868,2.804853,5.037245,2.104365];13;546;1
[5.404861,2.857404,3.851043,1.399604];14;546;0
[5.063313,3.440943,1.827251,0.389454];15;546;4
[5.083523,3.756460,1.582943,0.206857];16;546;1
[5.333152,3.975268,1.588408,0.308500];17;546;6
[5.489525,3.841734,1.986511,0.501141];18;546;0
[5.594206,3.516697,3.900869,0.981056];19;546;0
[6.695270,3.049121,5.242452,2.233561];20;546;1
[6.482409,3.028749,5.239552,2.016624];21;546;2
[6.026108,3.003940,5.102489,1.840300];22;546;1
[5.862266,2.863555,4.802768,1.816416];23;546;0
[5.339507,2.772005,4.021613,1.451654];24;546;1
[5.252014,3.105766,2.816298,0.844982];25;546;0
[5.198618,3.372211,2.196591,0.521704];26;546;0
[5.442732,3.431354,2.477897,0.655113];27;546;0
[5.813513,3.155490,3.349933,1.102582];28;546;0
[6.179166,2.827740,4.374114,1.787566];29;546;0
[6.771399,2.997703,5.527258,2.054058];30;546;2
[6.509461,3.003808,5.501244,1.806414];31;546;3
[6.487878,2.868652,4.826053,1.592870];32;546;8
[5.999657,2.918108,4.524433,1.570634];33;546;3
[5.079102,2.595985,4.429544,1.618924];34;546;1
[5.581674,2.838024,3.797959,1.287205];35;546;2
[5.183856,2.259489,3.598535,1.060942];36;546;6
[5.729035,2.649432,3.991910,1.219253];37;546;8
[6.061911,2.783197,4.589543,1.585374];38;546;1
[6.202067,2.795784,4.804413,1.801025];39;546;2
[7.318718,2.954383,6.039240,2.010076];40;546;7
[7.188553,3.052122,5.829208,1.719286];41;546;2
[6.729580,3.114462,5.271298,1.785917];42;546;1
[6.280510,3.283167,4.687311,1.588350];43;546;2
[5.714380,2.987340,4.214757,1.230092];44;546;4
[5.698457,2.800234,4.102745,1.299915];45;546;1
[5.622298,2.626927,4.242102,1.257728];46;546;1
[5.947932,2.600878,4.663439,1.400554];47;546;3
[6.207613,2.681155,4.928851,1.603945];48;546;3
[6.310373,2.539618,5.028386,1.877213];49;546;2
[7.216348,3.588654,6.103055,2.487037];50;546;1
[7.806076,3.551273,6.298328,2.107023];51;546;2
[7.051072,3.234879,5.404524,1.805252];52;546;0
[6.137841,3.311044,4.599735,1.581358];53;546;1
[5.870975,3.005678,4.301993,1.398190];54;546;3
[5.616517,2.718232,4.193325,1.301251];55;546;1
[5.792969,2.570971,4.528944,1.332279];56;546;1
[6.001593,2.213092,5.003302,1.498469];57;546;1
[6.166607,2.574838,5.530446,1.460955];58;546;1
[6.678904,2.501170,5.763692,1.801127];59;546;1
[6.700401,3.299136,5.699027,2.100882];0;547;6
[6.445009,2.894757,5.595419,2.185907];1;547;3
[6.104231,2.902075,5.197783,2.013575];2;547;0
[5.718504,2.573176,5.016571,1.975681];3;547;4
[5.351635,2.887325,3.542041,1.237957];4;547;0
[4.821958,3.107067,1.655246,0.232344];5;547;18
[4.987058,3.481760,1.355015,0.281700];6;547;11
[5.180627,3.721013,1.437430,0.275519];7;547;6
[5.333392,3.659521,1.705644,0.357217];8;547;4
[5.939943,3.898323,2.715356,1.356768];9;547;0
[6.841712,3.129982,5.201100,2.271892];10;547;1
[6.382134,3.228666,5.373215,2.288999];11;547;3
[6.096845,2.996846,4.925484,1.823956];12;547;3
[5.827868,2.804853,5.037245,2.104365];13;547;1
[5.404861,2.857404,3.851043,1.399604];14;547;0
[5.063313,3.440943,1.827251,0.389454];15;547;4
[5.083523,3.756460,1.582943,0.206857];16;547;1
[5.333152,3.975268,1.588408,0.308500];17;547;6
[5.489525,3.841734,1.986511,0.501141];18;547;0
[5.594206,3.516697,3.900869,0.981056];19;547;0
[6.695279,3.049597,5.243321,2.233307];20;547;1
[6.482616,3.029006,5.239988,2.016703];21;547;2
[6.026220,3.003989,5.102589,1.840343];22;547;1
[5.862266,2.863555,4.802768,1.816416];23;547;0
[5.339507,2.772005,4.021613,1.451654];24;547;1
[5.252014,3.105766,2.816298,0.844982];25;547;0
[5.198618,3.372211,2.196591,0.521704];26;547;0
[5.442732,3.431354,2.477897,0.655113];27;547;0
[5.813513,3.155490,3.349933,1.102582];28;547;0
[6.179166,2.827740,4.374114,1.787566];29;547;0
[6.771399,2.997703,5.527258,2.054058];30;547;2
[6.509461,3.003808,5.501244,1.806414];31;547;3
[6.487878,2.868652,4.826053,1.592870];32;547;8
[5.999657,2.918108,4.524433,1.570634];33;547;3
[5.079102,2.595985,4.429544,1.618924];34;547;1
[5.581674,2.838024,3.797959,1.287205];35;547;2
[5.183856,2.259489,3.598535,1.060942];36;547;6
[5.729035,2.649432,3.991910,1.219253];37;547;8
[6.061911,2.783197,4.589543,1.585374];38;547;1
[6.202067,2.795784,4.804413,1.801025];39;547;2
[7.318718,2.954383,6.039240,2.010076];40;547;7
[7.188553,3.052122,5.829208,1.719286];41;547;2
[6.729580,3.114462,5.271298,1.785917];42;547;1
[6.280510,3.283167,4.687311,1.588350];43;547;2
[5.714380,2.987340,4.214757,1.230092];44;547;4
[5.698457,2.800234,4.102745,1.299915];45;547;1
[5.622298,2.626927,4.242102,1.257728];46;547;1
[5.947932,2.600878,4.663439,1.400554];47;547;3
[6.207613,2.681155,4.928851,1.603945];48;547;3
[6.310373,2.539618,5.028386,1.877213];49;547;2
[7.216348,3.588654,6.103055,2.487037];50;547;1
[7.806076,3.551273,6.298328,2.107023];51;547;2
[7.051072,3.234879,5.404524,1.805252];52;547;0
[6.137841,3.311044,4.599735,1.581358];53;547;1
[5.870975,3.005678,4.301993,1.398190];54;547;3
[5.616517,2.718232,4.193325,1.301251];55;547;1
[5.792969,2.570971,4.528944,1.332279];56;547;1
[6.001593,2.213092,5.003302,1.498469];57;547;1
[6.166607,2.574838,5.530446,1.460955];58;547;1
[6.678904,2.501170,5.763692,1.801127];59;547;1
[6.700401,3.299136,5.699027,2.100882];0;548;6
[6.445009,2.894757,5.595419,2.185907];1;548;3
[6.104231,2.902075,5.197783,2.013575];2;548;0
[5.718504,2.573176,5.016571,1.975681];3;548;4
[5.351635,2.887325,3.542041,1.237957];4;548;0
[4.821958,3.107067,1.655246,0.232344];5;548;18
[4.987058,3.481760,1.355015,0.281700];6;548;11
[5.180627,3.721013,1.437430,0.275519];7;548;6
[5.333392,3.659521,1.705644,0.357217];8;548;4
[5.939943,3.898323,2.715356,1.356768];9;548;0
[6.841388,3.129859,5.201384,2.271444];10;548;1
[6.382358,3.228232,5.373456,2.288071];11;548;3
[6.097227,2.996849,4.926029,1.823934];12;548;3
[5.827980,2.804885,5.037322,2.104315];13;548;1
[5.404861,2.857404,3.851043,1.399604];14;548;0
[5.063313,3.440943,1.827251,0.389454];15;548;4
[5.083523,3.756460,1.582943,0.206857];16;548;1
[5.333152,3.975268,1.588408,0.308500];17;548;6
[5.489525,3.841734,1.986511,0.501141];18;548;0
[5.594206,3.516697,3.900869,0.981056];19;548;0
[6.693205,3.049070,5.246047,2.228704];20;548;1
[6.483240,3.027965,5.249323,2.008923];21;548;2
[6.031253,3.003947,5.106810,1.839915];22;548;1
[5.862871,2.863684,4.803429,1.816400];23;548;0
[5.339507,2.772005,4.021613,1.451654];24;548;1
[5.252014,3.105766,2.816298,0.844982];25;548;0
[5.198618,3.372211,2.196591,0.521704];26;548;0
[5.442732,3.431354,2.477897,0.655113];27;548;0
[5.813513,3.155490,3.349933,1.102582];28;548;0
[6.179166,2.827740,4.374114,1.787566];29;548;0
[6.761655,2.997785,5.526280,2.044937];30;548;2
[6.503035,3.001222,5.500399,1.802057];31;548;3
[6.488313,2.873368,4.850250,1.600306];32;548;8
[6.000606,2.918263,4.526285,1.571069];33;548;3
[5.079102,2.595985,4.429544,1.618924];34;548;1
[5.581674,2.838024,3.797959,1.287205];35;548;2
[5.183856,2.259489,3.598535,1.060942];36;548;6
[5.729035,2.649432,3.991910,1.219253];37;548;8
[6.061911,2.783197,4.589543,1.585374];38;548;1
[6.202067,2.795784,4.804413,1.801025];39;548;2
[7.310022,2.954868,6.033512,2.007844];40;548;7
[7.163832,3.050250,5.817389,1.722184];41;548;2
[6.727141,3.113246,5.273728,1.786067];42;548;0
[6.280718,3.282898,4.688082,1.588550];43;548;3
[5.714380,2.987340,4.214757,1.230092];44;548;4
[5.698457,2.800234,4.102745,1.299915];45;548;1
[5.622298,2.626927,4.242102,1.257728];46;548;1
[5.947932,2.600878,4.663439,1.400554];47;548;3
[6.207613,2.681155,4.928851,1.603945];48;548;3
[6.310373,2.539618,5.028386,1.877213];49;548;2
[7.215668,3.588096,6.102483,2.486385];50;548;1
[7.803597,3.550227,6.296813,2.106440];51;548;2
[7.050550,3.234657,5.404614,1.805247];52;548;0
[6.137902,3.310992,4.599885,1.581395];53;548;1
[5.870975,3.005678,4.301993,1.398190];54;548;3
[5.616517,2.718232,4.193325,1.301251];55;548;1
[5.792969,2.570971,4.528944,1.332279];56;548;1
[6.001593,2.213092,5.003302,1.498469];57;548;1
[6.166607,2.574838,5.530446,1.460955];58;548;1
[6.678904,2.501170,5.763692,1.801127];59;548;1
[6.695086,3.300207,5.695851,2.102997];0;549;6
[6.436212,2.912897,5.588403,2.190003];1;549;3
[6.105249,2.907364,5.199931,2.016618];2;549;0
[5.718960,2.573960,5.016934,1.975988];3;549;4
[5.351635,2.887325,3.542041,1.237957];4;549;0
[4.821958,3.107067,1.655246,0.232344];5;549;18
[4.987058,3.481760,1.355015,0.281700];6;549;11
[5.180627,3.721013,1.437430,0.275519];7;549;6
[5.333392,3.659521,1.705644,0.357217];8;549;4
[5.939943,3.898323,2.715356,1.356768];9;549;0
[6.818361,3.139558,5.208514,2.272469];10;549;1
[6.258499,3.344898,5.391485,2.296173];11;549;3
[6.100917,3.011323,4.943046,1.841026];12;549;3
[5.828686,2.806014,5.038010,2.104686];13;549;1
[5.404861,2.857404,3.851043,1.399604];14;549;0
[5.063313,3.440943,1.827251,0.389454];15;549;4
[5.083523,3.756460,1.582943,0.206857];16;549;1
[5.333152,3.975268,1.588408,0.308500];17;549;6
[5.489525,3.841734,1.986511,0.501141];18;549;0
[5.594206,3.516697,3.900869,0.981056];19;549;0
[6.687966,3.052798,5.247683,2.229462];20;549;1
